Id,Name,Title,Release,BGG Ranking,BGG Rating,Average Rating,Average Rating Z,Tags
8166,Anno 1503,"<a href=""https://boardgamegeek.com/boardgame/8166"">Anno 1503</a><br><img src=""https://cf.geekdo-images.com/lYlQrXNnP8ZfKURi0a5IJw__thumb/img/CaJ2zz2cR2dxeWqppWt8wpchMCA=/fit-in/200x150/filters:strip_icc()/pic267077.jpg"" alt=""Anno 1503"">",2003,#3715,5.8,5.833333333333333,-0.5455018297520572,"City Building, Civilization, Exploration, Video Game Theme"
56707,Colonia,"<a href=""https://boardgamegeek.com/boardgame/56707"">Colonia</a><br><img src=""https://cf.geekdo-images.com/L7zj80smrbpneIKhRUXmLA__thumb/img/Sl6kanIKJHFhe7uXRsIwHhImngA=/fit-in/200x150/filters:strip_icc()/pic560068.jpg"" alt=""Colonia"">",2009,#2735,6.0,6.75,-0.05145898822151598,"Economic, Medieval"
17988,Die Dolmengötter,"<a href=""https://boardgamegeek.com/boardgame/17988"">Die Dolmengötter</a><br><img src=""https://cf.geekdo-images.com/VjaLhjqIk1a4nfMIYm3MpQ__thumb/img/H7CQEXcuHsoFMeBA2dp_vK0DgWU=/fit-in/200x150/filters:strip_icc()/pic78647.jpg"" alt=""Die Dolmengötter"">",2005,#4437,5.7,6.0625,-0.2978567222630647,"Abstract Strategy, Ancient"
183896,Firefly Fluxx,"<a href=""https://boardgamegeek.com/boardgame/183896"">Firefly Fluxx</a><br><img src=""https://cf.geekdo-images.com/INsDlubbpxNUolsTxv5RdQ__thumb/img/BBhYrgnYB2zERr2xnhw9HMtwPek=/fit-in/200x150/filters:strip_icc()/pic2845556.png"" alt=""Firefly Fluxx"">",2016,#2851,5.9,6.25,-0.37658173624669605,Card Game
38863,Hab & Gut,"<a href=""https://boardgamegeek.com/boardgame/38863"">Hab &amp; Gut</a><br><img src=""https://cf.geekdo-images.com/_78YOFqv_Q81PiBK8zM5qA__thumb/img/Ks8eLdwFYXxsJFq2-q6eSq5A0kI=/fit-in/200x150/filters:strip_icc()/pic596750.jpg"" alt=""Hab &amp; Gut"">",2008,#1351,6.3,6.952941176470588,0.07830463661894159,Economic
22192,HeroQuest Advanced Quest,"<a href=""https://boardgamegeek.com/boardgame/22192"">HeroQuest Advanced Quest</a><br><img src=""https://cf.geekdo-images.com/2M0xGojGp-1ObOIKDhHqsA__thumb/img/jRsvnCOO5tGP_Ga6UV1b0a4xBZY=/fit-in/200x150/filters:strip_icc()/pic775003.jpg"" alt=""HeroQuest Advanced Quest"">",1990,#1629,6.2,7.875,0.4897606594541872,"Adventure, Exploration, Fantasy, Fighting, Miniatures"
20634,MiniMonFa (MiniMonsterFantasy),"<a href=""https://boardgamegeek.com/boardgame/20634"">MiniMonFa (MiniMonsterFantasy)</a><br><img src=""https://cf.geekdo-images.com/1w_z0ZdkS8SZha1yZNxO4w__thumb/img/_VGlUIWI4nvYe3aHWJRUnNqT9-I=/fit-in/200x150/filters:strip_icc()/pic107789.jpg"" alt=""MiniMonFa (MiniMonsterFantasy)"">",2005,#20258,5.5,5.233333333333333,-0.7397114620363006,"Adventure, Card Game, Fantasy, Humor"
148601,1944: Race to the Rhine,"<a href=""https://boardgamegeek.com/boardgame/148601"">1944: Race to the Rhine</a><br><img src=""https://cf.geekdo-images.com/ly5oJTuE0xdbyZ-SpHEdNA__thumb/img/6llhoo0qdx-Bp9ihGuHO1aE8yxQ=/fit-in/200x150/filters:strip_icc()/pic2014460.png"" alt=""1944: Race to the Rhine"">",2014,#1790,6.2,7.3,0.20174480834125205,"Transportation, Wargame, World War II"
2940,A Dog's Life,"<a href=""https://boardgamegeek.com/boardgame/2940"">A Dog&#x27;s Life</a><br><img src=""https://cf.geekdo-images.com/mEoqvO2u-RJ5l_N60cnKEA__thumb/img/UoJ3bzsmkoSnZ6nEkoUYWaCecfw=/fit-in/200x150/filters:strip_icc()/pic193532.jpg"" alt=""A Dog&#x27;s Life"">",2001,#17669,5.5,4.3,-1.5683744893068117,Animals
701,A House Divided: War Between the States 1861-65,"<a href=""https://boardgamegeek.com/boardgame/701"">A House Divided: War Between the States 1861-65</a><br><img src=""https://cf.geekdo-images.com/rDEIx8OkudXUEjcmJ_8MoA__thumb/img/sORerSrkbvsNUiL8M1Mc0YsrQzg=/fit-in/200x150/filters:strip_icc()/pic1261028.jpg"" alt=""A House Divided: War Between the States 1861-65"">",1981,#1397,6.3,6.6,0.02920364773513238,"American Civil War, Wargame"
2259,Afrika Korps,"<a href=""https://boardgamegeek.com/boardgame/2259"">Afrika Korps</a><br><img src=""https://cf.geekdo-images.com/koVNLnMZDrihkVPkCA_AdA__thumb/img/RNWIUHuufAYqth5wqNMLCtCyMno=/fit-in/200x150/filters:strip_icc()/pic6011602.jpg"" alt=""Afrika Korps"">",1964,#4734,5.7,5.3999999999999995,-0.6394394499342436,"Wargame, World War II"
248,Blood Royale,"<a href=""https://boardgamegeek.com/boardgame/248"">Blood Royale</a><br><img src=""https://cf.geekdo-images.com/ie9yfEYuQ0kgWyLeVF-mJw__thumb/img/i4b_0pudG6lSV3CCUIT5aEpzhzY=/fit-in/200x150/filters:strip_icc()/pic267087.jpg"" alt=""Blood Royale"">",1987,#4063,5.8,6.3,-0.2563132772846553,"Medieval, Negotiation, Political, Territory Building"
3128,Clippers,"<a href=""https://boardgamegeek.com/boardgame/3128"">Clippers</a><br><img src=""https://cf.geekdo-images.com/2EnAgYlZ7MM1W8SOh5Mpmg__thumb/img/KoOm7xKILssMkJ0mllSJ5-6F7BQ=/fit-in/200x150/filters:strip_icc()/pic296438.jpg"" alt=""Clippers"">",2002,#3114,5.9,6.338888888888889,-0.037280549057684756,"Economic, Nautical"
1919,D-Day (3rd edition),"<a href=""https://boardgamegeek.com/boardgame/1919"">D-Day (3rd edition)</a><br><img src=""https://cf.geekdo-images.com/YLPi8i-Cc49ip7RFArwu1w__thumb/img/68AYuVvCplV8Cj30eDv4TyvZN7A=/fit-in/200x150/filters:strip_icc()/pic2083323.jpg"" alt=""D-Day (3rd edition)"">",1977,#8716,5.6,5.6,-0.8135353813148247,"Wargame, World War II"
4050,Fortress Europa,"<a href=""https://boardgamegeek.com/boardgame/4050"">Fortress Europa</a><br><img src=""https://cf.geekdo-images.com/-YIvz42Z1JX2EzniSu0ncg__thumb/img/16FcPRgZQg62f3VFsRBs8GajzQk=/fit-in/200x150/filters:strip_icc()/pic2094793.png"" alt=""Fortress Europa"">",1978,#4109,5.8,6.7,-0.058230885733053225,"Wargame, World War II"
129976,Game of Thrones: The Card Game,"<a href=""https://boardgamegeek.com/boardgame/129976"">Game of Thrones: The Card Game</a><br><img src=""https://cf.geekdo-images.com/S39mglm42iGshGcPbWSMUQ__thumb/img/PILYbUpoxKmB_RaU1z_uKhhiKb4=/fit-in/200x150/filters:strip_icc()/pic1406020.jpg"" alt=""Game of Thrones: The Card Game"">",2012,#4471,5.7,6.996666666666666,-0.23275023447884172,"Card Game, Fantasy, Medieval, Movies / TV / Radio theme, Novel-based"
110524,"Goblins, Inc.","<a href=""https://boardgamegeek.com/boardgame/110524"">Goblins, Inc.</a><br><img src=""https://cf.geekdo-images.com/y-7XKqyWHh3sE5N86EBUfA__thumb/img/UtLa49EALZ2DVwSgsR9Ku5hE6hU=/fit-in/200x150/filters:strip_icc()/pic1415862.jpg"" alt=""Goblins, Inc."">",2012,#3374,5.9,6.051142857142858,-0.4386138298782369,"Dice, Fantasy, Industry / Manufacturing"
29096,Letter of Marque,"<a href=""https://boardgamegeek.com/boardgame/29096"">Letter of Marque</a><br><img src=""https://cf.geekdo-images.com/vfDBkYygiVGfErwJPfBrUQ__thumb/img/D1wf2AcUdBU9eladzXtchg5ZsxE=/fit-in/200x150/filters:strip_icc()/pic619657.jpg"" alt=""Letter of Marque"">",2009,#21329,5.3,3.8333333333333335,-2.132966887909452,"Bluffing, Card Game, Nautical, Pirates"
105187,MIL (1049),"<a href=""https://boardgamegeek.com/boardgame/105187"">MIL (1049)</a><br><img src=""https://cf.geekdo-images.com/0UW3tNg48BUpC7VpBqeJjQ__thumb/img/tBx7aAYoYLOmNgUln_V5TxHB3g8=/fit-in/200x150/filters:strip_icc()/pic1103828.jpg"" alt=""MIL (1049)"">",2011,#3830,5.8,6.833333333333333,0.3024303521232943,Medieval
704,Montgolfiere,"<a href=""https://boardgamegeek.com/boardgame/704"">Montgolfiere</a><br><img src=""https://cf.geekdo-images.com/Np-nh9PfmP9InyO7Eyunsg__thumb/img/ZSKgfrgkugvd3AnAUtK7vv-DzPw=/fit-in/200x150/filters:strip_icc()/pic11206.jpg"" alt=""Montgolfiere"">",1992,#8118,5.6,5.8,-0.8598272947384471,"Aviation / Flight, Racing"
1662,"Napoléon: The Waterloo Campaign, 1815","<a href=""https://boardgamegeek.com/boardgame/1662"">Napoléon: The Waterloo Campaign, 1815</a><br><img src=""https://cf.geekdo-images.com/P7db3wF_zkWaQbhYUVvmQw__thumb/img/-u7y2taS294Ty3x0vo7-ZgaUZTA=/fit-in/200x150/filters:strip_icc()/pic1728935.jpg"" alt=""Napoléon: The Waterloo Campaign, 1815"">",1974,#1509,6.3,7.075,-0.16852132211184978,"Napoleonic, Wargame"
2238,PanzerBlitz,"<a href=""https://boardgamegeek.com/boardgame/2238"">PanzerBlitz</a><br><img src=""https://cf.geekdo-images.com/yvfl8crLxWbcW9DW7dQK_g__thumb/img/mi2uaqoK-pTaP_ktcvqWxCjhxXQ=/fit-in/200x150/filters:strip_icc()/pic2092423.png"" alt=""PanzerBlitz"">",1970,#2633,6.0,6.285714285714286,-0.4936324636579913,"Wargame, World War II"
1419,Pylos,"<a href=""https://boardgamegeek.com/boardgame/1419"">Pylos</a><br><img src=""https://cf.geekdo-images.com/Kc_1o8YrUG8tKRQfb-bm1A__thumb/img/J0VDu51wHSA7YsqKYu1MhRKzn0k=/fit-in/200x150/filters:strip_icc()/pic3488228.jpg"" alt=""Pylos"">",1993,#3162,5.9,6.142857142857143,-0.6635871700387754,Abstract Strategy
1444,SPQR,"<a href=""https://boardgamegeek.com/boardgame/1444"">SPQR</a><br><img src=""https://cf.geekdo-images.com/6URx4GSIqEOzuhhDUr5JZw__thumb/img/Hl2TvJuMaJk387hguL0x_J8oPts=/fit-in/200x150/filters:strip_icc()/pic182956.jpg"" alt=""SPQR"">",1992,#3003,5.9,7.92,0.8536732382333373,"Ancient, Wargame"
20436,Stonehenge: An Anthology Board Game,"<a href=""https://boardgamegeek.com/boardgame/20436"">Stonehenge: An Anthology Board Game</a><br><img src=""https://cf.geekdo-images.com/Q7NR79a-56sjNPDVyMkGwQ__thumb/img/M4lfvCvj-tC729h-Y-yIxRyIaWE=/fit-in/200x150/filters:strip_icc()/pic849165.jpg"" alt=""Stonehenge: An Anthology Board Game"">",2007,Not Ranked,5.5,5.0625,-1.396082180576939,"Game System, Medieval, Political, Science Fiction"
98315,The Adventurers: The Pyramid of Horus,"<a href=""https://boardgamegeek.com/boardgame/98315"">The Adventurers: The Pyramid of Horus</a><br><img src=""https://cf.geekdo-images.com/oNXobi-39LAqfVdHQ40gIw__thumb/img/XobYtrE257sPdJV4ivFeFQ96BQo=/fit-in/200x150/filters:strip_icc()/pic1004119.jpg"" alt=""The Adventurers: The Pyramid of Horus"">",2011,#1818,6.2,6.379166666666666,-0.31766514179847877,"Adventure, Ancient, Exploration, Miniatures"
48979,Wazabi,"<a href=""https://boardgamegeek.com/boardgame/48979"">Wazabi</a><br><img src=""https://cf.geekdo-images.com/8_j1EvYRoq6C0DxFzKeNBA__thumb/img/SjcB15WkmYfPFraj1yGmf-Bnovw=/fit-in/200x150/filters:strip_icc()/pic3484942.jpg"" alt=""Wazabi"">",2008,#5698,5.7,5.55,-1.162856934591708,"Card Game, Dice, Party Game"
2166,Wyvern,"<a href=""https://boardgamegeek.com/boardgame/2166"">Wyvern</a><br><img src=""https://cf.geekdo-images.com/w9QwR87z5cGCRF2_IPCwwQ__thumb/img/CkHKvOkOXfkN0PfLB0ApXP3dpbA=/fit-in/200x150/filters:strip_icc()/pic82056.jpg"" alt=""Wyvern"">",1994,#21030,5.4,4.0,-1.6136759527290532,"Card Game, Collectible Components, Fantasy, Fighting"
162388,BattleCON: Fate of Indines,"<a href=""https://boardgamegeek.com/boardgame/162388"">BattleCON: Fate of Indines</a><br><img src=""https://cf.geekdo-images.com/GIXTwju_tlLaiOlbWLhbbA__thumb/img/zNzGrBx_IiOp6Jr6vksISSRhw18=/fit-in/200x150/filters:strip_icc()/pic2555219.jpg"" alt=""BattleCON: Fate of Indines"">",2015,#1751,6.2,8.666666666666666,1.0273600382754882,"Card Game, Fighting, Print &amp; Play"
221366,Epic Spell Wars of the Battle Wizards: Melee at Murdershroom Marsh,"<a href=""https://boardgamegeek.com/boardgame/221366"">Epic Spell Wars of the Battle Wizards: Melee at Murdershroom Marsh</a><br><img src=""https://cf.geekdo-images.com/fqpY4DAM6AtS1PPmgAYKRQ__thumb/img/jpn6qp7b2P7VV60MYL5wgfVVlac=/fit-in/200x150/filters:strip_icc()/pic3673530.png"" alt=""Epic Spell Wars of the Battle Wizards: Melee at Murdershroom Marsh"">",2017,#4772,5.7,5.857142857142857,-0.8809881025778677,"Fantasy, Fighting, Humor"
169416,Pathfinder Adventure Card Game: Wrath of the Righteous – Base Set,"<a href=""https://boardgamegeek.com/boardgame/169416"">Pathfinder Adventure Card Game: Wrath of the Righteous – Base Set</a><br><img src=""https://cf.geekdo-images.com/hy7u3vgmUAE1fhWRcW0qtA__thumb/img/KvhnRvbsrjUDkfj25Vk4_vBtHY4=/fit-in/200x150/filters:strip_icc()/pic2564484.jpg"" alt=""Pathfinder Adventure Card Game: Wrath of the Righteous – Base Set"">",2015,#1645,6.2,7.7316666666666665,0.5099796958415861,"Adventure, Card Game, Expansion for Base-game, Fantasy, Fighting"
164874,Airborne Commander,"<a href=""https://boardgamegeek.com/boardgame/164874"">Airborne Commander</a><br><img src=""https://cf.geekdo-images.com/MsBTLoQd2veQHRzQvqOTzA__thumb/img/ZYxmQMoRg-36hPsId3vaoZBL6FQ=/fit-in/200x150/filters:strip_icc()/pic2783319.jpg"" alt=""Airborne Commander"">",2015,#4898,5.7,7.5,0.15565820418765264,"Card Game, Wargame, World War II"
91080,Andean Abyss,"<a href=""https://boardgamegeek.com/boardgame/91080"">Andean Abyss</a><br><img src=""https://cf.geekdo-images.com/MB8ou4M0PrsBAxADi4EAXQ__thumb/img/hLccs7YHRdCLpDPKU7SJ8-z6uhI=/fit-in/200x150/filters:strip_icc()/pic1381149.jpg"" alt=""Andean Abyss"">",2012,#989,6.5,6.988888888888889,0.25535145566178913,"Modern Warfare, Political, Wargame"
104955,Antike Duellum,"<a href=""https://boardgamegeek.com/boardgame/104955"">Antike Duellum</a><br><img src=""https://cf.geekdo-images.com/zwhI40_3em8zJjrmbT6TLQ__thumb/img/Tzl4gVEbeokaDg0MlJQw_9tHvB0=/fit-in/200x150/filters:strip_icc()/pic1282841.jpg"" alt=""Antike Duellum"">",2012,#1495,6.3,7.1,0.16965627530347172,"Ancient, Civilization, Territory Building"
156266,Apex Theropod Deck-Building Game,"<a href=""https://boardgamegeek.com/boardgame/156266"">Apex Theropod Deck-Building Game</a><br><img src=""https://cf.geekdo-images.com/0Jcvo3fZs6J1OFBeVcoy3A__thumb/img/r7OliAuWMh7Dy5Ll-HbZcpIX0CM=/fit-in/200x150/filters:strip_icc()/pic3821568.jpg"" alt=""Apex Theropod Deck-Building Game"">",2015,#2880,5.9,7.45,0.08262768060231071,"Animals, Card Game, Prehistoric"
171356,Argonauts,"<a href=""https://boardgamegeek.com/boardgame/171356"">Argonauts</a><br><img src=""https://cf.geekdo-images.com/dxqjGsK3eReqiQfHwtHTaA__thumb/img/jrx8_WbDj6rtE2pAA2OIrJUQQlg=/fit-in/200x150/filters:strip_icc()/pic3145417.jpg"" alt=""Argonauts"">",2015,#4494,5.7,6.416666666666667,-0.8177513107196313,"Adventure, Exploration, Mythology"
123160,Battle For Souls,"<a href=""https://boardgamegeek.com/boardgame/123160"">Battle For Souls</a><br><img src=""https://cf.geekdo-images.com/f8LcBa8XVLhT3T1eYoirRQ__thumb/img/pCJggxyGMRBzT9MNbD8uDgPIy3M=/fit-in/200x150/filters:strip_icc()/pic3711802.jpg"" alt=""Battle For Souls"">",2013,#3509,5.8,6.966666666666666,-0.3050860610238614,"Card Game, Religious"
166286,Bottom of the 9th,"<a href=""https://boardgamegeek.com/boardgame/166286"">Bottom of the 9th</a><br><img src=""https://cf.geekdo-images.com/uIDZwP38gJpn0al02PlHNw__thumb/img/zYDdPncqT1grqNpeSzuAS7LzvkY=/fit-in/200x150/filters:strip_icc()/pic2796694.jpg"" alt=""Bottom of the 9th"">",2015,#1788,6.2,6.791666666666667,-0.028741064332888214,"Bluffing, Deduction, Dice, Real-time, Sports"
169544,Bright Future,"<a href=""https://boardgamegeek.com/boardgame/169544"">Bright Future</a><br><img src=""https://cf.geekdo-images.com/BXMd8jg7I8t5xxNUyfkgMw__thumb/img/MEd8TlyNWyJ4T_Br-trUwQ1zCX8=/fit-in/200x150/filters:strip_icc()/pic2513522.jpg"" alt=""Bright Future"">",2015,#7711,5.6,7.333333333333333,-0.059469587744252185,"Adventure, Card Game, Science Fiction"
143096,Camp Grizzly,"<a href=""https://boardgamegeek.com/boardgame/143096"">Camp Grizzly</a><br><img src=""https://cf.geekdo-images.com/XP6ACZRD1Iwl-8HU8sTyIA__thumb/img/Q6cIMeKj8NZ9ITWiqaDcSr2eAFk=/fit-in/200x150/filters:strip_icc()/pic1861394.jpg"" alt=""Camp Grizzly"">",2013,#2689,6.0,7.571428571428571,0.004859616548289251,"Fighting, Horror, Humor, Mature / Adult"
143404,Castellion,"<a href=""https://boardgamegeek.com/boardgame/143404"">Castellion</a><br><img src=""https://cf.geekdo-images.com/PwfUvasRISoB5pGmu7ct_w__thumb/img/13TRBMZaxl9xXfQTHqPwCPIYRTc=/fit-in/200x150/filters:strip_icc()/pic2682875.png"" alt=""Castellion"">",2015,#1639,6.2,6.21,-0.4777277821976555,"Fantasy, Puzzle"
267370,Cities: Skylines – The Board Game,"<a href=""https://boardgamegeek.com/boardgame/267370"">Cities: Skylines – The Board Game</a><br><img src=""https://cf.geekdo-images.com/6_OCm7GyUcpGMfxbBzEDPA__thumb/img/SA97UxxPgicU2zACFD7wXzLoASg=/fit-in/200x150/filters:strip_icc()/pic4792770.jpg"" alt=""Cities: Skylines – The Board Game"">",2019,#2683,6.0,6.2,-0.4105501588925833,"City Building, Video Game Theme"
128445,Darkest Night,"<a href=""https://boardgamegeek.com/boardgame/128445"">Darkest Night</a><br><img src=""https://cf.geekdo-images.com/Yv9NYq1lEb-RMw6SQAu8yw__thumb/img/dBlybwBbgGPTHcPrwuviYghuBXk=/fit-in/200x150/filters:strip_icc()/pic1432663.jpg"" alt=""Darkest Night"">",2012,#2194,6.1,7.385714285714286,-0.05251311021562889,"Adventure, Fantasy, Horror"
221155,Donning the Purple,"<a href=""https://boardgamegeek.com/boardgame/221155"">Donning the Purple</a><br><img src=""https://cf.geekdo-images.com/clQ2OFjwNdsL_ME7fthl3Q__thumb/img/y4qv-DZL91qXR9yvf4TMz7qpbQs=/fit-in/200x150/filters:strip_icc()/pic3476501.jpg"" alt=""Donning the Purple"">",2018,#3138,5.9,7.5,0.4677154927919032,"Ancient, Civilization, Economic, Fighting, Political"
247236,Duelosaur Island,"<a href=""https://boardgamegeek.com/boardgame/247236"">Duelosaur Island</a><br><img src=""https://cf.geekdo-images.com/paSj18K2b6r2pH-ax37mNA__thumb/img/EpqB5JtMfimf3pZNDc93Tbk8IXo=/fit-in/200x150/filters:strip_icc()/pic4194135.png"" alt=""Duelosaur Island"">",2018,#997,6.5,6.9375,-0.15155435351694882,"Animals, Card Game, Dice, Science Fiction"
210232,Dungeon Degenerates: Hand of Doom,"<a href=""https://boardgamegeek.com/boardgame/210232"">Dungeon Degenerates: Hand of Doom</a><br><img src=""https://cf.geekdo-images.com/P4wstgJPypSTly_VARaX_Q__thumb/img/YMvhdFYPfGZnbJdW56rQklqg4Xw=/fit-in/200x150/filters:strip_icc()/pic3841264.jpg"" alt=""Dungeon Degenerates: Hand of Doom"">",2017,#1561,6.3,8.4,0.7836137378435407,"Adventure, Exploration, Fantasy"
159504,Folklore: The Affliction,"<a href=""https://boardgamegeek.com/boardgame/159504"">Folklore: The Affliction</a><br><img src=""https://cf.geekdo-images.com/7GPc68Crw-MqJHEL9k0kAA__thumb/img/n8OEm_mmZLhEgtZzjr6n25x63HE=/fit-in/200x150/filters:strip_icc()/pic3647804.png"" alt=""Folklore: The Affliction"">",2017,#1126,6.5,8.2,0.6282618182840676,"Adventure, Horror, Miniatures"
214484,HEXplore It: The Valley of the Dead King,"<a href=""https://boardgamegeek.com/boardgame/214484"">HEXplore It: The Valley of the Dead King</a><br><img src=""https://cf.geekdo-images.com/5WAMW5jbwKD7F4v5pLmjNw__thumb/img/qB45-Lb550wsOXGR_E-7085bEFY=/fit-in/200x150/filters:strip_icc()/pic5918593.jpg"" alt=""HEXplore It: The Valley of the Dead King"">",2017,#1957,6.1,8.3,0.8941163592061135,"Adventure, Exploration, Fantasy, Fighting, Puzzle, Travel"
176524,Hoplomachus: Origins,"<a href=""https://boardgamegeek.com/boardgame/176524"">Hoplomachus: Origins</a><br><img src=""https://cf.geekdo-images.com/0zeQ3BCNjO1FxIZECtGIdQ__thumb/img/imlqCesAuv78WBAHS8pvMYN_DM4=/fit-in/200x150/filters:strip_icc()/pic2492563.png"" alt=""Hoplomachus: Origins"">",2015,#2254,6.1,7.2,0.16648393304691644,"Ancient, Fighting, Sports, Wargame"
139131,Hoplomachus: Rise of Rome,"<a href=""https://boardgamegeek.com/boardgame/139131"">Hoplomachus: Rise of Rome</a><br><img src=""https://cf.geekdo-images.com/J2jv3Litm8sy9sVZRI_8Eg__thumb/img/BkB7P6Ruhf0fr6OjFDxlGfUuuAc=/fit-in/200x150/filters:strip_icc()/pic1608871.jpg"" alt=""Hoplomachus: Rise of Rome"">",2013,#2855,5.9,7.4,0.4534964615168035,"Dice, Fighting"
142854,Infection: Humanity's Last Gasp,"<a href=""https://boardgamegeek.com/boardgame/142854"">Infection: Humanity&#x27;s Last Gasp</a><br><img src=""https://cf.geekdo-images.com/2GfjLaYMUNrH3zKjJTknEQ__thumb/img/KoG-Sf0CAzpHwAi5Fs8DVCHrL8g=/fit-in/200x150/filters:strip_icc()/pic1666140.jpg"" alt=""Infection: Humanity&#x27;s Last Gasp"">",2013,#2678,6.0,7.3,-0.025442459399584404,"Medical, Puzzle"
174570,Legendary Encounters: A Predator Deck Building Game,"<a href=""https://boardgamegeek.com/boardgame/174570"">Legendary Encounters: A Predator Deck Building Game</a><br><img src=""https://cf.geekdo-images.com/L6RumTcXM5O7_QFahBtDlQ__thumb/img/pOIf0DDBXcSHxKuxlS9NvdYLxoY=/fit-in/200x150/filters:strip_icc()/pic2486937.png"" alt=""Legendary Encounters: A Predator Deck Building Game"">",2015,#825,6.6,8.001249999999999,0.6585807045081606,"Card Game, Movies / TV / Radio theme, Science Fiction"
125658,Level 7 [Escape],"<a href=""https://boardgamegeek.com/boardgame/125658"">Level 7 [Escape]</a><br><img src=""https://cf.geekdo-images.com/vjxWzPcsbzErx_M4tMJ1mA__thumb/img/0AqlmDh_MpGe1Ve8LgHfISRYl7Q=/fit-in/200x150/filters:strip_icc()/pic1332528.jpg"" alt=""Level 7 [Escape]"">",2012,#5992,5.6,6.609999999999999,-0.21456030023467793,"Horror, Science Fiction"
144743,Machina Arcana,"<a href=""https://boardgamegeek.com/boardgame/144743"">Machina Arcana</a><br><img src=""https://cf.geekdo-images.com/ycJ4uyYn4L-vh_ITPs8UIA__thumb/img/NahBUYz70ks0hszO38WiXMW_s6s=/fit-in/200x150/filters:strip_icc()/pic1787530.jpg"" alt=""Machina Arcana"">",2014,#3823,5.8,7.08,-0.3352861045523938,"Adventure, Dice, Exploration, Fantasy, Fighting, Horror, Mythology, Science Fiction"
145308,Marrying Mr. Darcy,"<a href=""https://boardgamegeek.com/boardgame/145308"">Marrying Mr. Darcy</a><br><img src=""https://cf.geekdo-images.com/F0aI6AMk7djrUjtx6DmHiQ__thumb/img/2Ults69nt5rIXfQSUKgVjwKrqUY=/fit-in/200x150/filters:strip_icc()/pic2013885.jpg"" alt=""Marrying Mr. Darcy"">",2014,#3230,5.9,7.25,-0.02458893211647168,"Card Game, Napoleonic, Novel-based"
193953,Mistfall: Heart of the Mists,"<a href=""https://boardgamegeek.com/boardgame/193953"">Mistfall: Heart of the Mists</a><br><img src=""https://cf.geekdo-images.com/q7W_XPZeXG1I0OwOXVWcTQ__thumb/img/VgEqzIG0QCPl50DbjEGO8TirTPM=/fit-in/200x150/filters:strip_icc()/pic2995761.png"" alt=""Mistfall: Heart of the Mists"">",2016,#3024,5.9,7.083333333333333,0.0760650940279427,"Adventure, Card Game, Fantasy"
197101,Of Dreams & Shadows,"<a href=""https://boardgamegeek.com/boardgame/197101"">Of Dreams &amp; Shadows</a><br><img src=""https://cf.geekdo-images.com/fJZH6B2P-SDkqSfWQQmFIA__thumb/img/5XWUbB6k678TfpThqeIqEr365ng=/fit-in/200x150/filters:strip_icc()/pic2962349.jpg"" alt=""Of Dreams &amp; Shadows"">",2016,#5433,5.7,6.5,-0.5129580503840588,"Adventure, Fantasy, Fighting, Horror"
281152,On the Underground: London/Berlin,"<a href=""https://boardgamegeek.com/boardgame/281152"">On the Underground: London/Berlin</a><br><img src=""https://cf.geekdo-images.com/1yZgy9tbqCEMMDmbtM-DbA__thumb/img/z87DcYPRg3giy_sHcUTZ-L1Hets=/fit-in/200x150/filters:strip_icc()/pic4876107.jpg"" alt=""On the Underground: London/Berlin"">",2019,#1922,6.1,7.8999999999999995,0.4550161583635931,"Trains, Transportation"
149787,Perdition's Mouth: Abyssal Rift,"<a href=""https://boardgamegeek.com/boardgame/149787"">Perdition&#x27;s Mouth: Abyssal Rift</a><br><img src=""https://cf.geekdo-images.com/qTzhzcqGC8Nd80ZbKXVNPg__thumb/img/j1WZZWKvcS1ldU-drn9Ny3o4Sgc=/fit-in/200x150/filters:strip_icc()/pic4408846.jpg"" alt=""Perdition&#x27;s Mouth: Abyssal Rift"">",2016,#3030,5.9,7.916666666666667,0.3244972893125361,"Fantasy, Horror, Miniatures, Puzzle"
171835,Posthuman,"<a href=""https://boardgamegeek.com/boardgame/171835"">Posthuman</a><br><img src=""https://cf.geekdo-images.com/Qsj9cmhP2PeQ-f3Fs9gNRA__thumb/img/9zRicL5b-tY33jr88UXHW1d9y1M=/fit-in/200x150/filters:strip_icc()/pic2718965.jpg"" alt=""Posthuman"">",2015,#3132,5.9,7.218181818181819,0.048835446747988405,"Adventure, Dice, Exploration, Fighting, Science Fiction"
139562,Rockwell,"<a href=""https://boardgamegeek.com/boardgame/139562"">Rockwell</a><br><img src=""https://cf.geekdo-images.com/AMTcsFT_XZAahBEiRc11lw__thumb/img/DdH4q7xEg6jnnKpgxuOA842Obmo=/fit-in/200x150/filters:strip_icc()/pic1661396.jpg"" alt=""Rockwell"">",2013,#2952,5.9,7.3,0.5137041848202608,"Economic, Exploration, Industry / Manufacturing, Number"
124827,Space Cadets: Away Missions,"<a href=""https://boardgamegeek.com/boardgame/124827"">Space Cadets: Away Missions</a><br><img src=""https://cf.geekdo-images.com/mYoMSJr5K53vJb2Y0SzVpA__thumb/img/oaDYN_QzGnFlYaCSkYwvrOsdLSM=/fit-in/200x150/filters:strip_icc()/pic1927835.jpg"" alt=""Space Cadets: Away Missions"">",2015,#2100,6.1,7.45,0.19755965362768654,"Adventure, Fighting, Miniatures, Science Fiction, Space Exploration"
